index,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
33967,10,2) $100 - $200,100.29,0,1,Urban,0,Web,No E-Mail,0,0,0.0
51241,10,3) $200 - $350,230.3,1,0,Rural,0,Web,Womens E-Mail,1,0,0.0
42379,10,3) $200 - $350,221.38,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
1814,6,3) $200 - $350,250.5,1,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
16871,4,4) $350 - $500,426.91,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
60563,2,"7) $1,000 +",1000.15,0,1,Urban,1,Web,No E-Mail,0,0,0.0
7430,12,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
5556,5,4) $350 - $500,452.39,0,1,Urban,0,Web,No E-Mail,0,0,0.0
40764,10,2) $100 - $200,109.72,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
63013,9,1) $0 - $100,46.05,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
47299,4,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
21894,10,2) $100 - $200,116.09,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
26409,9,2) $100 - $200,107.96,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
9120,7,2) $100 - $200,173.9,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
32309,7,2) $100 - $200,188.6,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0
33581,2,5) $500 - $750,540.19,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
42008,9,4) $350 - $500,352.65,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
35053,9,2) $100 - $200,182.53,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
31879,3,"7) $1,000 +",1148.81,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
31790,8,4) $350 - $500,411.88,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
48689,8,2) $100 - $200,124.26,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
42982,12,1) $0 - $100,58.44,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
27301,2,4) $350 - $500,370.34,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
44597,10,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0.0
18566,1,5) $500 - $750,725.8,1,1,Rural,1,Web,Womens E-Mail,0,0,0.0
18535,11,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
59143,11,1) $0 - $100,86.32,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
58493,12,1) $0 - $100,44.32,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
49309,3,4) $350 - $500,350.89,1,1,Urban,0,Web,No E-Mail,0,0,0.0
54891,8,2) $100 - $200,100.8,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
8356,1,5) $500 - $750,603.61,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
47209,9,1) $0 - $100,67.38,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
50326,11,1) $0 - $100,98.07,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
40095,2,5) $500 - $750,535.64,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
19180,6,2) $100 - $200,107.93,0,1,Urban,1,Web,No E-Mail,0,0,0.0
13354,1,4) $350 - $500,382.17,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0
60051,2,1) $0 - $100,64.63,1,0,Surburban,0,Web,No E-Mail,1,0,0.0
11468,8,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
22886,5,2) $100 - $200,110.13,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
63983,2,1) $0 - $100,83.03,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
55215,2,1) $0 - $100,42.2,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
43568,4,5) $500 - $750,610.95,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
59554,10,1) $0 - $100,62.69,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
58608,10,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0,0,0.0
6086,10,4) $350 - $500,389.24,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
35884,2,2) $100 - $200,130.84,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
43669,10,2) $100 - $200,158.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
5576,12,5) $500 - $750,597.83,0,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
48788,4,4) $350 - $500,406.35,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
48898,2,3) $200 - $350,268.71,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
51566,1,3) $200 - $350,302.7,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
3981,3,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
34186,6,3) $200 - $350,205.72,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
46306,10,3) $200 - $350,254.38,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
52431,3,"6) $750 - $1,000",996.16,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
13126,5,1) $0 - $100,29.99,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
39423,2,2) $100 - $200,157.8,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
22471,10,4) $350 - $500,350.58,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0
8386,9,4) $350 - $500,450.66,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
30482,11,3) $200 - $350,288.0,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
12096,10,2) $100 - $200,140.79,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
21420,1,1) $0 - $100,35.59,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
29730,6,3) $200 - $350,322.25,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
26473,9,2) $100 - $200,114.48,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
14620,5,1) $0 - $100,88.03,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
34179,8,4) $350 - $500,383.33,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
5642,1,2) $100 - $200,151.39,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
32787,10,3) $200 - $350,239.7,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
12102,10,3) $200 - $350,209.46,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
16956,7,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
32601,10,2) $100 - $200,195.7,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
38365,5,3) $200 - $350,327.63,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
8335,1,"7) $1,000 +",1435.0,0,1,Urban,1,Web,No E-Mail,0,0,0.0
42807,1,4) $350 - $500,356.66,0,1,Urban,0,Web,No E-Mail,0,0,0.0
46744,10,1) $0 - $100,95.15,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
33910,7,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
48354,7,3) $200 - $350,297.71,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
1063,1,"6) $750 - $1,000",801.6,1,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
47419,12,3) $200 - $350,207.86,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
59195,6,1) $0 - $100,47.16,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
60954,1,1) $0 - $100,53.87,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
13458,9,1) $0 - $100,48.87,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
35387,7,2) $100 - $200,143.8,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
23091,10,1) $0 - $100,65.67,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
23139,10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
45397,4,2) $100 - $200,176.01,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
53238,6,4) $350 - $500,390.46,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
12301,11,2) $100 - $200,151.0,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
24279,4,2) $100 - $200,108.73,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
35478,2,1) $0 - $100,40.67,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
49938,2,4) $350 - $500,377.53,1,1,Urban,0,Phone,No E-Mail,0,0,0.0
14755,9,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0.0
52864,9,1) $0 - $100,38.29,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
49670,3,4) $350 - $500,362.46,1,0,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
56381,3,1) $0 - $100,63.99,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
7600,9,1) $0 - $100,46.74,1,0,Rural,0,Web,No E-Mail,1,0,0.0
60871,7,2) $100 - $200,171.61,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0
47333,1,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
37543,7,5) $500 - $750,551.43,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
35388,9,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
33963,2,1) $0 - $100,51.13,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
47360,6,2) $100 - $200,104.14,1,0,Rural,1,Web,Womens E-Mail,0,0,0.0
49094,7,4) $350 - $500,384.76,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
1236,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
52416,5,3) $200 - $350,264.71,1,1,Urban,0,Multichannel,Womens E-Mail,1,0,0.0
10582,11,2) $100 - $200,197.64,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
50084,9,3) $200 - $350,285.72,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
37617,7,3) $200 - $350,269.47,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
41599,2,1) $0 - $100,64.68,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
13206,1,4) $350 - $500,364.61,1,0,Urban,1,Web,No E-Mail,0,0,0.0
53217,3,5) $500 - $750,562.09,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
11307,3,3) $200 - $350,217.96,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
41597,9,2) $100 - $200,104.97,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
3475,10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
21954,4,1) $0 - $100,67.35,1,0,Urban,1,Web,No E-Mail,0,0,0.0
33239,10,1) $0 - $100,92.12,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
60187,9,4) $350 - $500,462.26,1,0,Surburban,0,Multichannel,No E-Mail,1,0,0.0
55985,8,3) $200 - $350,209.7,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
4054,3,1) $0 - $100,60.98,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
29546,7,2) $100 - $200,143.54,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
46791,8,3) $200 - $350,318.43,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
10774,6,1) $0 - $100,97.88,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
3891,5,1) $0 - $100,93.14,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
54274,6,3) $200 - $350,222.98,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
62120,1,"6) $750 - $1,000",938.34,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0
29794,3,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
11369,1,2) $100 - $200,111.11,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
32169,11,3) $200 - $350,290.22,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
54227,3,5) $500 - $750,556.49,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
33335,9,3) $200 - $350,298.47,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
46068,1,1) $0 - $100,92.16,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
8810,3,1) $0 - $100,35.09,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
36861,11,2) $100 - $200,145.66,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
32570,12,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
43927,2,"6) $750 - $1,000",831.66,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
46721,8,1) $0 - $100,29.99,1,0,Rural,0,Phone,No E-Mail,1,0,0.0
31596,10,4) $350 - $500,399.41,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
49195,1,2) $100 - $200,105.17,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
28609,8,2) $100 - $200,133.1,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
53851,1,"7) $1,000 +",1042.67,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
20474,4,3) $200 - $350,275.28,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
54436,9,1) $0 - $100,79.96,1,0,Urban,0,Web,No E-Mail,1,0,0.0
53459,9,1) $0 - $100,35.09,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
61517,3,"6) $750 - $1,000",792.89,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
23317,6,3) $200 - $350,239.63,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
54662,6,3) $200 - $350,317.26,1,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
35767,10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
3779,1,1) $0 - $100,95.35,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
12718,5,2) $100 - $200,184.43,1,0,Urban,1,Web,No E-Mail,0,0,0.0
54104,4,5) $500 - $750,652.38,1,0,Urban,1,Phone,Womens E-Mail,1,0,0.0
18935,1,3) $200 - $350,348.96,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
20357,1,"6) $750 - $1,000",753.0,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
35096,7,4) $350 - $500,436.93,0,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
27636,10,1) $0 - $100,85.53,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
6888,3,2) $100 - $200,177.63,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
28723,10,2) $100 - $200,118.86,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
9264,3,5) $500 - $750,655.84,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
32215,8,1) $0 - $100,76.94,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
40573,4,1) $0 - $100,30.88,1,0,Urban,1,Web,No E-Mail,0,0,0.0
35688,5,2) $100 - $200,115.36,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
56913,4,4) $350 - $500,424.9,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
7552,6,1) $0 - $100,77.64,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
17300,1,1) $0 - $100,74.52,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
22023,6,2) $100 - $200,131.16,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
18315,12,1) $0 - $100,51.62,1,0,Urban,0,Web,No E-Mail,0,0,0.0
30382,11,1) $0 - $100,51.75,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
59668,7,3) $200 - $350,309.15,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
16552,9,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
17832,9,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
28241,5,3) $200 - $350,212.28,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
51781,4,1) $0 - $100,38.91,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
54288,4,2) $100 - $200,143.58,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
56599,10,2) $100 - $200,138.32,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
25476,7,1) $0 - $100,92.4,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
8613,2,5) $500 - $750,748.76,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
63411,9,3) $200 - $350,296.43,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
34571,3,"7) $1,000 +",1694.68,1,1,Rural,1,Multichannel,No E-Mail,1,1,86.78
31746,3,1) $0 - $100,74.18,1,0,Urban,0,Web,No E-Mail,1,0,0.0
54156,8,3) $200 - $350,302.94,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
28584,1,2) $100 - $200,102.64,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
46108,3,1) $0 - $100,77.1,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
59031,8,3) $200 - $350,255.67,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
14910,5,3) $200 - $350,250.63,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
39642,1,"6) $750 - $1,000",985.7,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
35888,9,2) $100 - $200,104.08,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
8781,3,2) $100 - $200,145.76,1,0,Urban,1,Web,No E-Mail,0,0,0.0
3019,12,2) $100 - $200,189.48,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
15616,10,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
31985,12,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
36859,10,3) $200 - $350,297.22,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
11408,9,1) $0 - $100,58.83,1,0,Rural,1,Web,No E-Mail,0,0,0.0
7664,8,1) $0 - $100,49.5,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
58072,3,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
12882,6,1) $0 - $100,65.08,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
53681,7,3) $200 - $350,283.43,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
13753,2,"6) $750 - $1,000",845.74,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
24204,10,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
51197,10,1) $0 - $100,43.89,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
22767,4,5) $500 - $750,652.85,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
24019,3,1) $0 - $100,77.96,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
40781,12,5) $500 - $750,525.95,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
47377,1,3) $200 - $350,314.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0
27454,3,2) $100 - $200,119.89,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
46373,6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
59792,1,3) $200 - $350,213.64,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
40155,2,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
10673,8,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
36836,2,3) $200 - $350,205.15,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
29752,10,3) $200 - $350,257.98,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
20690,5,2) $100 - $200,107.02,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
46028,1,2) $100 - $200,131.11,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
38268,2,1) $0 - $100,95.64,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
33127,9,2) $100 - $200,191.64,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
11375,3,4) $350 - $500,423.17,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
6891,3,3) $200 - $350,209.84,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0
24932,1,5) $500 - $750,539.35,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
63017,7,1) $0 - $100,31.54,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
7220,8,1) $0 - $100,82.98,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
8854,2,3) $200 - $350,342.82,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0
59121,1,5) $500 - $750,563.22,1,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
23622,1,4) $350 - $500,363.46,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
62492,1,1) $0 - $100,55.71,0,1,Urban,0,Web,No E-Mail,0,0,0.0
10049,8,1) $0 - $100,60.75,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
37796,8,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
25095,7,5) $500 - $750,515.6,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
32578,6,1) $0 - $100,58.07,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
54476,2,"7) $1,000 +",1142.44,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
34429,8,2) $100 - $200,104.87,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
59096,2,5) $500 - $750,599.81,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
47826,8,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
47777,6,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
1654,3,1) $0 - $100,55.81,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
7133,3,2) $100 - $200,151.73,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
61718,2,2) $100 - $200,140.74,1,0,Urban,1,Web,Womens E-Mail,1,0,0.0
52916,6,3) $200 - $350,278.89,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
28051,11,2) $100 - $200,100.18,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
18973,1,3) $200 - $350,307.3,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
50367,1,1) $0 - $100,29.99,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
2041,7,2) $100 - $200,155.04,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
58218,5,3) $200 - $350,346.31,1,0,Surburban,0,Web,Womens E-Mail,1,0,0.0
5935,2,4) $350 - $500,471.64,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
47533,3,3) $200 - $350,202.66,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
50509,5,4) $350 - $500,364.35,1,0,Rural,1,Multichannel,No E-Mail,0,0,0.0
17103,2,4) $350 - $500,381.59,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
15265,3,2) $100 - $200,124.09,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
40877,10,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
21573,8,1) $0 - $100,58.32,1,0,Urban,1,Web,No E-Mail,0,0,0.0
39441,7,1) $0 - $100,78.98,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
57043,3,3) $200 - $350,306.05,0,1,Urban,0,Web,No E-Mail,0,0,0.0
14410,8,2) $100 - $200,157.07,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
14048,1,3) $200 - $350,311.55,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
62772,4,4) $350 - $500,357.68,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
37061,1,5) $500 - $750,629.31,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
58647,11,2) $100 - $200,114.35,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
16224,1,4) $350 - $500,389.2,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
15833,1,3) $200 - $350,218.87,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
40869,9,1) $0 - $100,29.99,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
52029,2,5) $500 - $750,523.7,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
18870,2,3) $200 - $350,216.72,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
41749,5,"7) $1,000 +",1028.35,1,0,Rural,1,Web,No E-Mail,0,0,0.0
25357,7,3) $200 - $350,263.33,1,0,Rural,1,Web,No E-Mail,1,0,0.0
42140,10,1) $0 - $100,68.17,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
22979,12,2) $100 - $200,156.65,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
8736,5,2) $100 - $200,167.97,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
23935,3,3) $200 - $350,231.96,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
34531,8,4) $350 - $500,430.84,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
1741,4,1) $0 - $100,93.44,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
12511,1,3) $200 - $350,204.51,1,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
60945,1,"7) $1,000 +",1018.3,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
24466,5,2) $100 - $200,129.98,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
3241,11,3) $200 - $350,260.85,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
2029,10,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0
50290,1,4) $350 - $500,377.88,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
9230,8,2) $100 - $200,144.0,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
2222,7,1) $0 - $100,72.92,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
62733,2,4) $350 - $500,357.04,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
11708,7,1) $0 - $100,32.87,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
6084,12,1) $0 - $100,42.14,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
20743,9,2) $100 - $200,121.6,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
59548,3,5) $500 - $750,718.13,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
22147,10,2) $100 - $200,153.5,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
19861,8,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
34925,2,2) $100 - $200,129.66,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
44441,11,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
17698,6,2) $100 - $200,157.58,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
56274,3,2) $100 - $200,111.72,0,1,Urban,0,Web,No E-Mail,1,0,0.0
38000,1,5) $500 - $750,642.91,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
